output:ms6_aab001 timestep:0.001000 sim_time:200.000000 thermostat_temperature:150.000000 relaxation_time:20.000000 mode:1 lattice_size:4 lattice_spacing:1.500000 cutoff_radius:150.000000 
                time        total_energy      kinetic_energy    potential_energy          temprature
       27.3540000000       24.3843588582       24.3843588582        0.0000000000      114.3016935780
       27.4950000000       24.4378616244       24.4378616244        0.0000000000      114.5524878197
       27.6360000000       24.4909885133       24.4909885133        0.0000000000      114.8015201360
       27.7770000000       24.5437421654       24.5437421654        0.0000000000      115.0488029052
       27.9180000000       24.5961252030       24.5961252030        0.0000000000      115.2943484184
       28.0590000000       24.6481402297       24.6481402297        0.0000000000      115.5381688806
       28.2000000000       24.6997898310       24.6997898310        0.0000000000      115.7802764109
       28.3410000000       24.7510765741       24.7510765741        0.0000000000      116.0206830433
       28.4820000000       24.8020030083       24.8020030083        0.0000000000      116.2594007272
       28.6230000000       24.8525716648       24.8525716648        0.0000000000      116.4964413282
       28.7640000000       24.9027850571       24.9027850571        0.0000000000      116.7318166284
       28.9050000000       24.9526456812       24.9526456812        0.0000000000      116.9655383272
       29.0460000000       25.0021560154       25.0021560154        0.0000000000      117.1976180418
       29.1870000000       25.0513185205       25.0513185205        0.0000000000      117.4280673077
       29.3280000000       25.1001356403       25.1001356403        0.0000000000      117.6568975795
       29.4690000000       25.1486098011       25.1486098011        0.0000000000      117.8841202312
       29.6100000000       25.1967434125       25.1967434125        0.0000000000      118.1097465569
       29.7510000000       25.2445388668       25.2445388668        0.0000000000      118.3337877715
       29.8920000000       25.2919985398       25.2919985398        0.0000000000      118.5562550110
       30.0330000000       25.3391247905       25.3391247905        0.0000000000      118.7771593331
       30.1740000000       25.3859199612       25.3859199612        0.0000000000      118.9965117179
       30.3150000000       25.4323863780       25.4323863780        0.0000000000      119.2143230685
       30.4560000000       25.4785263505       25.4785263505        0.0000000000      119.4306042110
       30.5970000000       25.5243421720       25.5243421720        0.0000000000      119.6453658960
       30.7380000000       25.5698361199       25.5698361199        0.0000000000      119.8586187980
       30.8790000000       25.6150104554       25.6150104554        0.0000000000      120.0703735169
       31.0200000000       25.6598674240       25.6598674240        0.0000000000      120.2806405780
       31.1610000000       25.7044092552       25.7044092552        0.0000000000      120.4894304327
       31.3020000000       25.7486381630       25.7486381630        0.0000000000      120.6967534589
       31.4430000000       25.7925563459       25.7925563459        0.0000000000      120.9026199616
       31.5840000000       25.8361659867       25.8361659867        0.0000000000      121.1070401734
       31.7250000000       25.8794692532       25.8794692532        0.0000000000      121.3100242552
       31.8660000000       25.9224682976       25.9224682976        0.0000000000      121.5115822963
       32.0070000000       25.9651652574       25.9651652574        0.0000000000      121.7117243151
       32.1480000000       26.0075622547       26.0075622547        0.0000000000      121.9104602597
       32.2890000000       26.0496613968       26.0496613968        0.0000000000      122.1078000084
       32.4300000000       26.0914647765       26.0914647765        0.0000000000      122.3037533700
       32.5710000000       26.1329744714       26.1329744714        0.0000000000      122.4983300844
       32.7120000000       26.1741925448       26.1741925448        0.0000000000      122.6915398230
       32.8530000000       26.2151210455       26.2151210455        0.0000000000      122.8833921893
       32.9940000000       26.2557620079       26.2557620079        0.0000000000      123.0738967195
       33.1350000000       26.2961174520       26.2961174520        0.0000000000      123.2630628826
       33.2760000000       26.3361893837       26.3361893837        0.0000000000      123.4509000811
       33.4170000000       26.3759797947       26.3759797947        0.0000000000      123.6374176515
       33.5580000000       26.4154906629       26.4154906629        0.0000000000      123.8226248647
       33.6990000000       26.4547239522       26.4547239522        0.0000000000      124.0065309265
       33.8400000000       26.4936816126       26.4936816126        0.0000000000      124.1891449780
       33.9810000000       26.5323655806       26.5323655806        0.0000000000      124.3704760959
       34.1220000000       26.5707777789       26.5707777789        0.0000000000      124.5505332935
       34.2630000000       26.6089201168       26.6089201168        0.0000000000      124.7293255205
       34.4040000000       26.6467944903       26.6467944903        0.0000000000      124.9068616637
       34.5450000000       26.6844027818       26.6844027818        0.0000000000      125.0831505478
       34.6860000000       26.7217468606       26.7217468606        0.0000000000      125.2582009350
       34.8270000000       26.7588285831       26.7588285831        0.0000000000      125.4320215265
       34.9680000000       26.7956497923       26.7956497923        0.0000000000      125.6046209618
       35.1090000000       26.8322123184       26.8322123184        0.0000000000      125.7760078202
       35.2500000000       26.8685179788       26.8685179788        0.0000000000      125.9461906204
       35.3910000000       26.9045685781       26.9045685781        0.0000000000      126.1151778214
       35.5320000000       26.9403659082       26.9403659082        0.0000000000      126.2829778228
       35.6730000000       26.9759117483       26.9759117483        0.0000000000      126.4495989650
       35.8140000000       27.0112078653       27.0112078653        0.0000000000      126.6150495301
       35.9550000000       27.0462560136       27.0462560136        0.0000000000      126.7793377417
       36.0960000000       27.0810579353       27.0810579353        0.0000000000      126.9424717659
       36.2370000000       27.1156153602       27.1156153602        0.0000000000      127.1044597112
       36.3780000000       27.1499300059       27.1499300059        0.0000000000      127.2653096293
       36.5190000000       27.1840035782       27.1840035782        0.0000000000      127.4250295153
       36.6600000000       27.2178377706       27.2178377706        0.0000000000      127.5836273081
       36.8010000000       27.2514342649       27.2514342649        0.0000000000      127.7411108908
       36.9420000000       27.2847947310       27.2847947310        0.0000000000      127.8974880911
       37.0830000000       27.3179208270       27.3179208270        0.0000000000      128.0527666819
       37.2240000000       27.3508141996       27.3508141996        0.0000000000      128.2069543812
       37.3650000000       27.3834764836       27.3834764836        0.0000000000      128.3600588530
       37.5060000000       27.4159093027       27.4159093027        0.0000000000      128.5120877075
       37.6470000000       27.4481142688       27.4481142688        0.0000000000      128.6630485011
       37.7880000000       27.4800929827       27.4800929827        0.0000000000      128.8129487375
       37.9290000000       27.5118470339       27.5118470339        0.0000000000      128.9617958674
       38.0700000000       27.5433780007       27.5433780007        0.0000000000      129.1095972894
       38.2110000000       27.5746874505       27.5746874505        0.0000000000      129.2563603500
       38.3520000000       27.6057769395       27.6057769395        0.0000000000      129.4020923439
       38.4930000000       27.6366480129       27.6366480129        0.0000000000      129.5468005150
       38.6340000000       27.6673022052       27.6673022052        0.0000000000      129.6904920558
       38.7750000000       27.6977410401       27.6977410401        0.0000000000      129.8331741087
       38.9160000000       27.7279660305       27.7279660305        0.0000000000      129.9748537656
       39.0570000000       27.7579786789       27.7579786789        0.0000000000      130.1155380688
       39.1980000000       27.7877804769       27.7877804769        0.0000000000      130.2552340111
       39.3390000000       27.8173729059       27.8173729059        0.0000000000      130.3939485359
       39.4800000000       27.8467574368       27.8467574368        0.0000000000      130.5316885382
       39.6210000000       27.8759355302       27.8759355302        0.0000000000      130.6684608644
       39.7620000000       27.9049086362       27.9049086362        0.0000000000      130.8042723128
       39.9030000000       27.9336781952       27.9336781952        0.0000000000      130.9391296338
       40.0440000000       27.9622456370       27.9622456370        0.0000000000      131.0730395306
       40.1850000000       27.9906123816       27.9906123816        0.0000000000      131.2060086592
       40.3260000000       28.0187798390       28.0187798390        0.0000000000      131.3380436289
       40.4670000000       28.0467494092       28.0467494092        0.0000000000      131.4691510025
       40.6080000000       28.0745224825       28.0745224825        0.0000000000      131.5993372967
       40.7490000000       28.1021004394       28.1021004394        0.0000000000      131.7286089825
       40.8900000000       28.1294846506       28.1294846506        0.0000000000      131.8569724852
       41.0310000000       28.1566764772       28.1566764772        0.0000000000      131.9844341853
       41.1720000000       28.1836772709       28.1836772709        0.0000000000      132.1110004183
       41.3130000000       28.2104883736       28.2104883736        0.0000000000      132.2366774751
       41.4540000000       28.2371111182       28.2371111182        0.0000000000      132.3614716026
       41.5950000000       28.2635468278       28.2635468278        0.0000000000      132.4853890037
       41.7360000000       28.2897968164       28.2897968164        0.0000000000      132.6084358377
       41.8770000000       28.3158623888       28.3158623888        0.0000000000      132.7306182206
       42.0180000000       28.3417448406       28.3417448406        0.0000000000      132.8519422257
       42.1590000000       28.3674454583       28.3674454583        0.0000000000      132.9724138832
       42.3000000000       28.3929655194       28.3929655194        0.0000000000      133.0920391813
       42.4410000000       28.4183062923       28.4183062923        0.0000000000      133.2108240660
       42.5820000000       28.4434690365       28.4434690365        0.0000000000      133.3287744415
       42.7230000000       28.4684550029       28.4684550029        0.0000000000      133.4458961706
       42.8640000000       28.4932654333       28.4932654333        0.0000000000      133.5621950747
       43.0050000000       28.5179015609       28.5179015609        0.0000000000      133.6776769346
       43.1460000000       28.5423646104       28.5423646104        0.0000000000      133.7923474903
       43.2870000000       28.5666557975       28.5666557975        0.0000000000      133.9062124416
       43.4280000000       28.5907763298       28.5907763298        0.0000000000      134.0192774481
       43.5690000000       28.6147274062       28.6147274062        0.0000000000      134.1315481297
       43.7100000000       28.6385102171       28.6385102171        0.0000000000      134.2430300669
       43.8510000000       28.6621259446       28.6621259446        0.0000000000      134.3537288008
       43.9920000000       28.6855757627       28.6855757627        0.0000000000      134.4636498339
       44.1330000000       28.7088608368       28.7088608368        0.0000000000      134.5727986297
       44.2740000000       28.7319823244       28.7319823244        0.0000000000      134.6811806135
       44.4150000000       28.7549413746       28.7549413746        0.0000000000      134.7888011725
       44.5560000000       28.7777391288       28.7777391288        0.0000000000      134.8956656560
       44.6970000000       28.8003767201       28.8003767201        0.0000000000      135.0017793756
       44.8380000000       28.8228552736       28.8228552736        0.0000000000      135.1071476058
       44.9790000000       28.8451759067       28.8451759067        0.0000000000      135.2117755839
       45.1200000000       28.8673397288       28.8673397288        0.0000000000      135.3156685105
       45.2610000000       28.8893478416       28.8893478416        0.0000000000      135.4188315495
       45.4020000000       28.9112013390       28.9112013390        0.0000000000      135.5212698289
       45.5430000000       28.9329013073       28.9329013073        0.0000000000      135.6229884401
